date,code,open,high,low,close,volume,amount,adjustflag,turn,pctChg
2019-01-04,sh.600000,9.7400,10.0000,9.5800,9.9600,69589928,680566217.0000,3,0.247618,1.632653
2019-01-11,sh.600000,10.0900,10.1600,9.9100,10.0500,96858664,969840985.0000,3,0.344647,0.903614
2019-01-18,sh.600000,10.0300,10.4400,10.0100,10.4300,100826494,1027233700.0000,3,0.358765,3.781095
2019-01-25,sh.600000,10.3600,10.5600,10.2300,10.5000,86421959,896050770.0000,3,0.307510,0.671141
2019-02-01,sh.600000,10.5300,10.8200,10.3800,10.7700,105841710,1121093800.0000,3,0.376610,2.571429
2019-02-15,sh.600000,10.6200,10.9300,10.6200,10.6600,104808939,1126831684.0000,3,0.372936,-1.021356
2019-02-22,sh.600000,10.7500,11.0100,10.7000,11.0100,119651103,1298485814.0000,3,0.425748,3.283302
2019-03-01,sh.600000,11.0300,12.1500,11.0300,12.0200,351205167,4120246621.0000,3,1.249673,9.173479
2019-03-08,sh.600000,12.1200,12.3800,11.3600,11.5000,298571498,3565238213.0000,3,1.062390,-4.326123
2019-03-15,sh.600000,11.4400,11.6900,11.3000,11.4300,201614060,2316684927.0000,3,0.717392,-0.608696
2019-03-22,sh.600000,11.4500,11.6700,11.3100,11.3900,169178698,1945569928.0000,3,0.601979,-0.349956
2019-03-29,sh.600000,11.2800,11.3000,10.9000,11.2800,220459174,2453554111.0000,3,0.784447,-0.965759
2019-04-04,sh.600000,11.3600,11.7100,11.2900,11.7100,242855671,2795453339.0000,3,0.864139,3.812057
2019-04-12,sh.600000,11.7900,11.9600,11.3500,11.4900,252240388,2929103789.0000,3,0.897532,-1.878736
2019-04-19,sh.600000,11.6700,12.2000,11.4300,12.0100,338393799,4014815528.0000,3,1.204087,4.525674
2019-04-26,sh.600000,12.0200,12.0700,11.2800,11.3200,208783955,2432022122.0000,3,0.742904,-5.745212
2019-04-30,sh.600000,11.3500,12.0900,11.3400,11.9700,162061676,1908761437.0000,3,0.576655,5.742049
2019-05-10,sh.600000,11.7500,11.9400,11.0600,11.3200,381214210,4418978946.0000,3,1.356453,-5.430242
2019-05-17,sh.600000,11.2000,11.4400,11.1500,11.2400,189120012,2136451270.0000,3,0.672935,-0.706714
2019-05-24,sh.600000,11.2800,11.4500,10.9500,11.1100,168353656,1890271456.0000,3,0.599043,-1.156584
2019-05-31,sh.600000,11.0900,11.3000,10.9600,11.1300,211853781,2363467868.0000,3,0.753827,0.180018
2019-06-06,sh.600000,11.1700,11.5200,11.1300,11.4700,113420312,1288795513.0000,3,0.403577,3.054807
2019-06-14,sh.600000,11.5700,11.8700,11.2700,11.7900,240436414,2788606052.0000,3,0.855531,5.984954
2019-06-21,sh.600000,11.7800,12.3200,11.7200,12.0900,236141648,2835623448.0000,3,0.840249,2.544529
2019-06-28,sh.600000,12.0900,12.1300,11.5100,11.6800,229070858,2687280916.0000,3,0.815090,-3.391232
2019-07-05,sh.600000,11.8600,11.9200,11.5100,11.5700,198743138,2315185070.0000,3,0.707176,-0.941781
2019-07-12,sh.600000,11.5600,11.6200,11.3100,11.5200,138108801,1576173029.0000,3,0.491425,-0.432152
2019-07-19,sh.600000,11.4000,11.6300,11.2200,11.5800,117271638,1346362125.0000,3,0.417281,0.520833
2019-07-26,sh.600000,11.5400,11.9600,11.4300,11.8700,153927268,1802981355.0000,3,0.547800,2.504318
2019-08-02,sh.600000,11.9000,12.0000,11.4100,11.4800,157294564,1846811202.0000,3,0.559700,-3.285594
2019-08-09,sh.600000,11.4200,11.4600,10.9700,11.3700,193281089,2169304537.0000,3,0.687600,-0.958188
2019-08-16,sh.600000,11.3300,11.4800,11.1200,11.2200,117628271,1331889351.0000,3,0.418500,-1.319261
2019-08-23,sh.600000,11.2200,11.5900,11.0800,11.5900,126190141,1436695126.0000,3,0.449100,3.297683
2019-08-30,sh.600000,11.3900,11.5700,11.1500,11.2800,187091829,2121009878.0000,3,0.665700,-2.674720
2019-09-06,sh.600000,11.3000,11.7400,11.2400,11.6900,155927506,1796792626.0000,3,0.554800,3.634752
2019-09-12,sh.600000,11.7800,12.0900,11.6800,12.0000,142268943,1687196928.0000,3,0.506200,2.651839
2019-09-20,sh.600000,11.9900,12.0100,11.7700,11.9500,154286769,1838948904.0000,3,0.549000,-0.416667
2019-09-27,sh.600000,11.9000,12.1800,11.6800,11.9000,189252452,2254342526.0000,3,0.673400,-0.418410
2019-09-30,sh.600000,11.8500,12.0700,11.8100,11.8400,35947577,430109099.0000,3,0.127900,-0.504200
2019-10-11,sh.600000,11.8000,12.4500,11.8000,12.4500,193917517,2349966877.0000,3,0.690000,5.152027
2019-10-18,sh.600000,12.5900,13.3300,12.5200,12.7800,377229126,4894287672.0000,3,1.342300,2.650602
2019-10-25,sh.600000,12.8000,13.2400,12.7500,12.9000,304249121,3936483050.0000,3,1.082700,0.938967
2019-11-01,sh.600000,12.7500,12.8800,12.4400,12.7500,274772552,3480434227.0000,3,0.977700,-1.162791
2019-11-08,sh.600000,12.7500,13.1900,12.5600,12.5700,265145452,3403717664.0000,3,0.943500,-1.411765
2019-11-15,sh.600000,12.4800,12.4800,12.1000,12.1500,166376587,2037830176.0000,3,0.591900,-3.341289
2019-11-22,sh.600000,12.1700,12.3500,11.9100,11.9900,160407665,1940558402.0000,3,0.570800,-1.316872
2019-11-29,sh.600000,12.0300,12.1700,11.8900,11.9100,155854636,1873004597.0000,3,0.554500,-0.667223
2019-12-06,sh.600000,11.9600,11.9700,11.7000,11.9200,112086115,1326558837.0000,3,0.398900,0.083963
2019-12-13,sh.600000,11.9000,12.1200,11.8500,12.1200,152624700,1824735401.0000,3,0.543000,1.677852
2019-12-20,sh.600000,12.1200,12.5500,12.0000,12.4200,193912560,2391172189.0000,3,0.690100,2.475248
2019-12-27,sh.600000,12.4600,12.4600,12.1700,12.3200,116054258,1426798942.0000,3,0.413000,-0.805153
2020-01-03,sh.600000,12.2700,12.6400,12.1200,12.6000,162653072,2020326242.0000,3,0.578800,2.272727
2020-01-10,sh.600000,12.5200,12.6500,12.2500,12.3900,149135911,1855972936.0000,3,0.530700,-1.666667
2020-01-17,sh.600000,12.4000,12.6900,12.1600,12.2300,122655331,1512643400.0000,3,0.436400,-1.291364
2020-01-23,sh.600000,12.2600,12.2700,11.3200,11.3500,210190435,2471231507.0000,3,0.747900,-7.195421
2020-02-07,sh.600000,10.2200,10.9100,10.2200,10.8600,277118564,2940443497.0000,3,0.986000,-4.317181
2020-02-14,sh.600000,10.7600,10.9500,10.7100,10.8600,140193512,1516565633.0000,3,0.498800,0.000000
2020-02-21,sh.600000,10.8800,11.3900,10.8600,11.3000,172212014,1920135855.0000,3,0.612700,4.051565
2020-02-28,sh.600000,11.2300,11.3400,10.8500,10.8500,228137285,2538944904.0000,3,0.811800,-3.982301
2020-03-06,sh.600000,10.9500,11.3200,10.9200,11.1200,227841576,2534851489.0000,3,0.810700,2.488479
2020-03-13,sh.600000,11.0000,11.0000,10.2800,10.7000,226035264,2425925123.0000,3,0.804300,-3.776978
2020-03-20,sh.600000,10.7000,10.7800,9.8600,10.0900,221282049,2278289834.0000,3,0.787300,-5.700935
2020-03-27,sh.600000,9.9500,10.3800,9.8200,10.2400,147478816,1493078016.0000,3,0.524800,1.486620
2020-04-03,sh.600000,10.1800,10.3600,10.0700,10.1500,106554581,1085404936.0000,3,0.379100,-0.878906
2020-04-10,sh.600000,10.3000,10.3300,10.1500,10.2100,71972980,737024872.0000,3,0.256200,0.591133
2020-04-17,sh.600000,10.1500,10.2700,10.1000,10.2000,81853128,832550997.0000,3,0.291300,-0.097943
2020-04-24,sh.600000,10.1500,10.1900,9.9800,10.0600,90715437,912633209.0000,3,0.322800,-1.372549
2020-04-30,sh.600000,10.1500,10.7900,10.1500,10.6300,145529191,1519725509.0000,3,0.517800,5.666004
2020-05-08,sh.600000,10.4400,10.4900,10.3600,10.4400,88517688,922551640.0000,3,0.315000,-1.787394
2020-05-15,sh.600000,10.4400,10.5400,10.2600,10.2800,86098896,892482946.0000,3,0.306300,-1.532567
2020-05-22,sh.600000,10.2800,10.4500,10.1400,10.1400,86383837,893126471.0000,3,0.307400,-1.361868
2020-05-29,sh.600000,10.3000,10.5700,10.1300,10.5700,119162389,1240758064.0000,3,0.423900,4.240631
2020-06-05,sh.600000,10.6300,10.8700,10.5600,10.6700,120404898,1285785918.0000,3,0.428400,0.946074
2020-06-12,sh.600000,10.6400,10.7200,10.4300,10.5500,102893729,1088192001.0000,3,0.366100,-1.124649
2020-06-19,sh.600000,10.4100,10.6800,10.3500,10.6100,120000249,1260741025.0000,3,0.427000,0.568720
2020-06-24,sh.600000,10.5700,10.6600,10.4700,10.6000,67087999,708327286.0000,3,0.238700,-0.094251
2020-07-03,sh.600000,10.6300,11.2600,10.4900,11.1900,230642838,2508124025.0000,3,0.820700,5.566038
2020-07-10,sh.600000,11.3000,12.6900,11.2900,11.6000,555830592,6708150105.0000,3,1.977800,3.663986
2020-07-17,sh.600000,11.6000,11.8500,11.1400,11.2700,434200545,4955656033.0000,3,1.545000,-2.844828
2020-07-24,sh.600000,11.3200,11.7500,10.4000,10.4200,392152029,4388432485.4600,3,1.395400,-2.508145
2020-07-31,sh.600000,10.5500,10.5500,10.3100,10.3600,228323694,2382112678.0200,3,0.812400,-0.575816
2020-08-07,sh.600000,10.4000,10.7200,10.3600,10.4300,277561937,2914205078.0200,3,0.987600,0.675676
2020-08-14,sh.600000,10.4200,10.6800,10.3900,10.5900,219298827,2314296618.4000,3,0.780400,1.534036
2020-08-21,sh.600000,10.5900,10.9800,10.4300,10.5000,281273314,2998457038.5300,3,1.000800,-0.849858
2020-08-28,sh.600000,10.5700,10.5700,10.3100,10.4600,199752499,2080861569.1200,3,0.710800,-0.380952
2020-09-04,sh.600000,10.4600,10.5100,10.0100,10.0700,270031672,2772052977.0100,3,0.955100,-3.728489
2020-09-11,sh.600000,10.0700,10.1600,9.8500,9.9200,265073183,2653211940.7300,3,0.903200,-1.489573
2020-09-18,sh.600000,9.9500,9.9500,9.8000,9.9400,275325692,2717545751.6500,3,0.938100,0.201613
2020-09-25,sh.600000,9.9400,9.9700,9.4600,9.4700,247206645,2392868814.4800,3,0.842300,-4.728370
2020-09-30,sh.600000,9.4900,9.5300,9.3500,9.3900,98252900,929392465.0000,3,0.334800,-0.844773
2020-10-09,sh.600000,9.4400,9.4800,9.4000,9.4200,39772687,375559360.0000,3,0.135500,0.319489
2020-10-16,sh.600000,9.4500,9.7700,9.4200,9.7200,278696919,2678681860.0200,3,0.949500,3.184713
2020-10-23,sh.600000,9.7300,9.9300,9.5100,9.7000,311084903,3011735155.3900,3,1.059800,-0.205761
2020-10-30,sh.600000,9.7200,9.7500,9.2500,9.2600,236423802,2236975154.5400,3,0.805500,-4.536082
2020-11-06,sh.600000,9.2800,9.4600,9.2200,9.3900,284467271,2657127651.9600,3,0.969200,1.403888
2020-11-13,sh.600000,9.4200,9.5900,9.3300,9.3600,334128486,3161061756.4600,3,1.138300,-0.319489
2020-11-20,sh.600000,9.3800,9.7800,9.3700,9.6700,299060951,2880048768.2400,3,1.018900,3.311966
2020-11-27,sh.600000,9.6600,10.2000,9.6300,10.2000,400039640,3972182984.8700,3,1.362900,5.480869
2020-12-04,sh.600000,10.3000,10.5300,10.0100,10.1700,494546045,5073531202.6100,3,1.684900,-0.294118
